0, 350.125000, 0.000000
15, 350.125000, 0.000000
30, 350.125000, 0.000000
45, 350.125000, 0.000000
60, 350.125000, 0.000000
75, 350.125000, 0.000000
0, 350.375000, 0.000000
15, 350.375000, 0.000000
30, 350.375000, 0.000000
45, 350.375000, 0.000000
60, 350.375000, 0.000000
75, 350.375000, 0.000000
0, 350.625000, 0.000000
15, 350.625000, 0.000000
30, 350.625000, 0.000000
45, 350.625000, 0.000000
60, 350.625000, 0.000000
75, 350.625000, 0.000000
0, 350.875000, 0.000000
15, 350.875000, 0.000000
30, 350.875000, 0.000000
45, 350.875000, 0.000000
60, 350.875000, 0.000000
75, 350.875000, 0.000000
0, 351.125000, 0.000000
15, 351.125000, 0.000000
30, 351.125000, 0.000000
45, 351.125000, 0.000000
60, 351.125000, 0.000000
75, 351.125000, 0.000000
0, 351.375000, 0.000000
15, 351.375000, 0.000000
30, 351.375000, 0.000000
45, 351.375000, 0.000000
60, 351.375000, 0.000000
75, 351.375000, 0.000000
0, 351.625000, 0.000000
15, 351.625000, 0.000000
30, 351.625000, 0.000000
45, 351.625000, 0.000000
60, 351.625000, 0.000000
75, 351.625000, 0.000000
0, 351.875000, 0.000000
15, 351.875000, 0.000000
30, 351.875000, 0.000000
45, 351.875000, 0.000000
60, 351.875000, 0.000000
75, 351.875000, 0.000000
0, 352.125000, 0.000000
15, 352.125000, 0.000000
30, 352.125000, 0.000000
45, 352.125000, 0.000000
60, 352.125000, 0.000000
75, 352.125000, 0.000000
0, 352.375000, 0.000000
15, 352.375000, 0.000000
30, 352.375000, 0.000000
45, 352.375000, 0.000000
60, 352.375000, 0.000000
75, 352.375000, 0.000000
0, 352.625000, 0.000000
15, 352.625000, 0.000000
30, 352.625000, 0.000000
45, 352.625000, 0.000000
60, 352.625000, 0.000000
75, 352.625000, 0.000000
0, 352.875000, 0.000000
15, 352.875000, 0.000000
30, 352.875000, 0.000000
45, 352.875000, 0.000000
60, 352.875000, 0.000000
75, 352.875000, 0.000000
0, 353.125000, 0.000000
15, 353.125000, 0.000000
30, 353.125000, 0.000000
45, 353.125000, 0.000000
60, 353.125000, 0.000000
75, 353.125000, 0.000000
0, 353.375000, 0.000000
15, 353.375000, 0.000000
30, 353.375000, 0.000000
45, 353.375000, 0.000000
60, 353.375000, 0.000000
75, 353.375000, 0.000000
0, 353.625000, 0.000000
15, 353.625000, 0.000000
30, 353.625000, 0.000000
45, 353.625000, 0.000000
60, 353.625000, 0.000000
75, 353.625000, 0.000000
0, 353.875000, 0.000000
15, 353.875000, 0.000000
30, 353.875000, 0.000000
45, 353.875000, 0.000000
60, 353.875000, 0.000000
75, 353.875000, 0.000000
0, 354.125000, 0.000000
15, 354.125000, 0.000000
30, 354.125000, 0.000000
45, 354.125000, 0.000000
60, 354.125000, 0.000000
75, 354.125000, 0.000000
0, 354.375000, 0.000000
15, 354.375000, 0.000000
30, 354.375000, 0.000000
45, 354.375000, 0.000000
60, 354.375000, 0.000000
75, 354.375000, 0.000000
0, 354.625000, 0.000000
15, 354.625000, 0.000000
30, 354.625000, 0.000000
45, 354.625000, 0.000000
60, 354.625000, 0.000000
75, 354.625000, 0.000000
0, 354.875000, 0.000000
