177.618	-109.57	
177.836	-117.5	
178.054	-133.94	
178.271	-117.55	
178.489	-78.03	
178.706	-52.02	
178.924	-16.38	
179.142	24.17	
179.359	28.47	
179.577	-1.84	
179.794	-13.93	
180.012	-29.9	
180.229	-36.66	
180.447	-28.26	
180.664	-10.24	
180.882	-12.9	
181.1	9.42	
181.317	-0.82	
181.535	-6.76	
181.752	-11.88	
181.969	0.61	
182.187	-10.65	
182.404	7.99	
182.622	0.2	
182.839	10.24	
183.057	12.08	
183.274	13.31	
183.492	13.52	
183.709	24.78	
183.926	8.6	
184.144	4.1	
184.361	3.28	
184.579	-0.82	
184.796	-1.23	
185.013	8.6	
185.231	-2.66	
185.448	4.1	
185.666	11.06	
185.883	-5.94	
186.1	-3.07	
186.317	14.34	
186.535	-14.34	
186.752	-19.66	
186.969	-15.97	
187.187	-9.42	
187.404	-24.17	
187.621	13.72	
187.839	27.24	
188.056	38.91	
188.273	17.61	
188.49	29.29	
188.708	24.17	
188.925	28.47	
189.142	23.14	
189.359	28.26	
189.576	13.72	
189.794	14.13	
190.011	5.73	
190.228	15.97	
190.445	18.23	
190.662	39.94	
190.879	18.64	
191.097	15.56	
191.314	9.01	
191.531	15.56	
191.748	-7.58	
191.965	10.04	
192.182	5.32	
192.399	-2.05	
192.616	5.73	
192.834	17.82	
193.051	1.84	
193.268	-1.84	
193.485	9.83	
193.702	-11.67	
193.919	-10.85	
194.136	4.92	
194.353	9.22	
194.57	14.95	
194.787	29.7	
195.004	61.64	
195.221	51.4	
195.438	72.91	
195.655	61.64	
195.872	67.38	
196.089	30.72	
196.306	41.57	
196.523	29.29	
196.74	39.53	
196.957	2.46	
197.173	2.46	
197.39	-7.37	
197.607	-12.9	
197.824	-20.89	
198.041	11.67	
198.258	10.65	
198.475	28.47	
198.692	25.6	
198.909	26.83	
199.125	7.78	
199.342	29.9	
199.559	10.04	
199.776	12.7	
199.993	17	
200.21	21.3	
200.426	-3.07	
200.643	19.87	
200.86	19.25	
201.077	24.58	
201.293	41.37	
201.51	52.02	
201.727	21.5	
201.944	5.12	
202.16	4.92	
202.377	-9.22	
202.594	-18.02	
202.811	-9.83	
203.027	8.81	
203.244	-5.53	
203.461	-2.05	
203.677	24.37	
203.894	32.77	
204.111	32.36	
204.327	44.65	
204.544	49.77	
204.761	34	
204.977	27.85	
205.194	9.83	
205.41	11.67	
205.627	-2.66	
205.844	1.23	
206.06	-3.89	
206.277	2.87	
206.493	-18.43	
206.71	-11.67	
206.926	-22.94	
207.143	-6.55	
207.36	-17.41	
207.576	29.7	
207.793	29.9	
208.009	40.96	
208.226	31.54	
208.442	37.27	
208.659	8.19	
208.875	7.99	
209.092	-0.2	
209.308	-6.14	
209.524	-18.43	
209.741	-2.87	
209.957	17.61	
210.174	14.13	
210.39	12.49	
210.607	27.44	
210.823	-11.06	
211.039	-27.44	
211.256	0.2	
211.472	-13.11	
211.688	3.48	
211.905	20.68	
212.121	19.66	
212.338	2.66	
212.554	19.87	
212.77	6.96	
212.987	1.64	
213.203	10.65	
213.419	20.48	
213.635	11.26	
213.852	3.89	
214.068	12.7	
214.284	9.63	
214.501	7.17	
214.717	20.68	
214.933	37.68	
215.149	26.21	
215.365	7.58	
215.582	-11.47	
215.798	-19.87	
216.014	-30.51	
216.23	-20.89	
216.447	-28.26	
216.663	-31.33	
216.879	-22.53	
217.095	-4.51	
217.311	-0.41	
217.527	23.55	
217.743	38.09	
217.96	28.67	
218.176	22.73	
218.392	21.5	
218.608	18.43	
218.824	2.46	
219.04	11.88	
219.256	10.44	
219.472	3.89	
219.688	10.24	
219.904	30.31	
220.12	30.51	
220.336	33.59	
220.552	37.89	
220.768	34.2	
220.984	30.11	
221.2	18.84	
221.416	10.24	
221.632	12.08	
221.848	8.4	
222.064	-7.99	
222.28	1.02	
222.496	-6.14	
222.712	0.2	
222.928	-0.2	
223.144	16.59	
223.36	1.64	
223.576	13.93	
223.792	4.92	
224.008	23.35	
224.224	18.64	
224.439	43.21	
224.655	30.92	
224.871	32.56	
225.087	21.09	
225.303	8.6	
225.519	-12.7	
225.734	-2.25	
225.95	-4.1	
226.166	-3.69	
226.382	13.31	
226.598	14.95	
226.813	15.77	
227.029	13.72	
227.245	11.06	
227.461	7.99	
227.677	18.23	
227.892	21.3	
228.108	18.64	
228.324	25.8	
228.539	14.75	
228.755	28.06	
228.971	19.25	
229.186	31.74	
229.402	30.92	
229.618	38.91	
229.833	15.97	
230.049	28.47	
230.265	11.26	
230.48	17.41	
230.696	19.25	
230.912	37.07	
231.127	21.91	
231.343	29.29	
231.558	7.37	
231.774	24.99	
231.99	27.24	
232.205	38.91	
232.421	32.15	
232.636	28.26	
232.852	-10.24	
233.067	-22.12	
233.283	-23.35	
233.498	-10.65	
233.714	6.35	
233.929	35.84	
234.145	31.95	
234.36	36.45	
234.576	36.66	
234.791	42.6	
235.007	38.3	
235.222	50.79	
235.438	32.97	
235.653	55.91	
235.868	38.09	
236.084	45.26	
236.299	49.15	
236.515	63.49	
236.73	30.92	
236.945	30.31	
237.161	13.11	
237.376	-8.19	
237.592	-7.17	
237.807	0.82	
238.022	9.83	
238.238	19.87	
238.453	13.52	
238.668	23.55	
238.883	13.11	
239.099	10.65	
239.314	7.37	
239.529	30.31	
239.745	12.9	
239.96	23.14	
240.175	20.07	
240.39	55.09	
240.605	50.79	
240.821	45.87	
241.036	34.41	
241.251	68.61	
241.466	36.86	
241.681	31.13	
241.897	41.37	
242.112	59.39	
242.327	17.2	
242.542	6.96	
242.757	10.65	
242.972	6.14	
243.188	-18.43	
243.403	-4.3	
243.618	-0.61	
243.833	-12.29	
244.048	-15.97	
244.263	-4.92	
244.478	-2.87	
244.693	-12.7	
244.908	0.41	
245.123	5.94	
245.338	26.01	
245.553	18.43	
245.768	28.88	
245.983	27.65	
246.198	22.12	
246.413	23.14	
246.628	26.62	
246.843	28.26	
247.058	23.76	
247.273	29.08	
247.488	2.66	
247.703	14.54	
247.918	15.77	
248.133	20.48	
248.348	10.44	
248.563	32.36	
248.778	26.01	
248.993	32.15	
249.207	50.58	
249.422	54.48	
249.637	27.03	
249.852	18.23	
250.067	0.41	
250.282	-18.23	
250.496	-20.48	
250.711	13.52	
250.926	14.34	
251.141	40.96	
251.356	27.24	
251.57	35.23	
251.785	11.06	
252	2.87	
252.215	-9.63	
252.43	7.99	
252.644	8.6	
252.859	15.77	
253.074	17.82	
253.288	7.78	
253.503	-3.69	
253.718	3.48	
253.932	30.51	
254.147	44.65	
254.362	50.18	
254.576	51.81	
254.791	49.97	
255.006	31.33	
255.22	41.78	
255.435	40.34	
255.65	47.1	
255.864	48.95	
256.079	45.26	
256.293	26.83	
256.508	24.17	
256.723	57.14	
256.937	39.94	
257.152	38.3	
257.366	39.94	
257.581	40.14	
257.795	3.69	
258.01	15.77	
258.224	13.93	
258.439	22.73	
258.653	32.36	
258.868	35.43	
259.082	30.51	
259.297	26.01	
259.511	10.65	
259.726	-11.06	
259.94	-14.95	
260.154	-11.47	
260.369	-15.56	
260.583	-8.6	
260.798	-0.2	
261.012	5.94	
261.226	-2.87	
261.441	13.93	
261.655	11.88	
261.869	31.74	
262.084	29.7	
262.298	29.9	
262.512	10.04	
262.727	16.79	
262.941	4.3	
263.155	3.69	
263.37	10.24	
263.584	30.92	
263.798	27.85	
264.012	46.69	
264.227	50.79	
264.441	66.35	
264.655	38.09	
264.869	36.25	
265.084	14.13	
265.298	11.88	
265.512	-8.6	
265.726	19.46	
265.94	24.58	
266.155	36.66	
266.369	28.26	
266.583	39.73	
266.797	41.37	
267.011	54.89	
267.225	55.7	
267.439	63.9	
267.654	52.63	
267.868	30.92	
268.082	1.02	
268.296	-17.82	
268.51	-34.82	
268.724	-31.54	
268.938	-37.27	
269.152	-21.5	
269.366	-5.94	
269.58	0.41	
269.794	-10.24	
270.008	23.14	
270.222	13.93	
270.436	11.67	
270.65	7.58	
270.864	23.55	
271.078	5.32	
271.292	13.72	
271.506	19.66	
271.72	41.78	
271.934	60.82	
272.148	57.75	
272.362	50.99	
272.575	51.81	
272.789	36.45	
273.003	18.84	
273.217	22.73	
273.431	30.92	
273.645	14.95	
273.859	37.89	
274.073	43.01	
274.286	53.04	
274.5	53.04	
274.714	53.86	
274.928	50.18	
275.142	47.31	
275.355	30.11	
275.569	39.12	
275.783	62.67	
275.997	42.8	
276.21	46.9	
276.424	73.11	
276.638	63.49	
276.852	52.63	
277.065	65.54	
277.279	62.87	
277.493	35.63	
277.706	44.85	
277.92	52.63	
278.134	37.27	
278.347	24.37	
278.561	23.96	
278.775	24.37	
278.988	21.71	
279.202	31.95	
279.415	39.32	
279.629	45.06	
279.843	35.02	
280.056	45.26	
280.27	51.81	
280.483	40.75	
280.697	39.53	
280.91	46.9	
281.124	50.58	
281.337	41.57	
281.551	73.52	
281.764	74.96	
281.978	65.74	
282.191	43.83	
282.405	56.52	
282.618	25.19	
282.832	22.32	
283.045	20.68	
283.259	29.9	
283.472	20.27	
283.686	29.49	
283.899	28.26	
284.112	44.65	
284.326	37.48	
284.539	45.06	
284.752	40.55	
284.966	39.73	
285.179	26.62	
285.393	24.58	
285.606	5.12	
285.819	18.64	
286.033	19.87	
286.246	35.84	
286.459	38.09	
286.672	50.38	
286.886	29.29	
287.099	44.24	
287.312	17.82	
287.525	13.11	
287.739	16.18	
287.952	41.37	
288.165	35.84	
288.378	44.85	
288.592	51.4	
288.805	46.9	
289.018	48.74	
289.231	44.44	
289.444	60.21	
289.657	51.61	
289.871	49.15	
290.084	32.15	
290.297	60.21	
290.51	39.12	
290.723	23.76	
290.936	45.67	
291.149	39.32	
291.362	26.21	
291.575	27.44	
291.789	47.31	
292.002	28.06	
292.215	36.86	
292.428	13.93	
292.641	18.02	
292.854	12.08	
293.067	9.01	
293.28	1.02	
293.493	11.88	
293.706	-1.43	
293.919	15.97	
294.132	2.25	
294.345	7.78	
294.558	-4.3	
294.77	0.2	
294.983	-17.41	
295.196	9.22	
295.409	22.32	
295.622	52.02	
295.835	60.82	
296.048	72.09	
296.261	67.58	
296.474	55.91	
296.686	37.27	
296.899	48.33	
297.112	31.54	
297.325	33.79	
297.538	40.34	
297.751	50.38	
297.963	51.61	
298.176	58.98	
298.389	48.95	
298.602	49.97	
298.814	93.18	
299.027	87.65	
299.24	89.5	
299.453	104.24	
299.665	97.48	
299.878	34	
300.091	21.71	
300.303	34.61	
300.516	19.25	
300.729	18.84	
300.941	32.36	
301.154	38.5	
301.367	27.85	
301.579	45.87	
301.792	44.03	
302.005	44.65	
302.217	28.67	
302.43	32.77	
302.642	5.73	
302.855	0.82	
303.067	-6.35	
303.28	9.42	
303.493	-10.44	
