177.618	-772.25	
177.836	-776.35	
178.054	-792.32	
178.271	-625.21	
178.489	-392.97	
178.706	-253.71	
178.924	-108.3	
179.142	66.59	
179.359	48.57	
179.577	-66.93	
179.794	-47.27	
180.012	-46.45	
180.229	-92.33	
180.447	-62.84	
180.664	-23.52	
180.882	-61.2	
181.1	-9.59	
181.317	-8.77	
181.535	-34.17	
181.752	-64.07	
181.969	-6.31	
182.187	-7.95	
182.404	18.26	
182.622	10.48	
182.839	66.59	
183.057	69.05	
183.274	44.88	
183.492	48.16	
183.709	109.6	
183.926	67	
184.144	37.51	
184.361	34.64	
184.579	47.75	
184.796	-25.16	
185.013	21.54	
185.231	17.44	
185.448	46.52	
185.666	68.64	
185.883	53.49	
186.1	23.18	
186.317	31.78	
186.535	-34.99	
186.752	-47.27	
186.969	1.47	
187.187	87.89	
187.404	33.83	
187.621	135.81	
187.839	150.97	
188.056	145.64	
188.273	58.81	
188.49	138.68	
188.708	91.17	
188.925	128.85	
189.142	104.28	
189.359	96.08	
189.576	46.11	
189.794	28.09	
190.011	-45.23	
190.228	-10	
190.445	-11.64	
190.662	83.8	
190.879	94.86	
191.097	113.29	
191.314	130.08	
191.531	146.87	
191.748	14.17	
191.965	30.96	
192.182	13.35	
192.399	-30.89	
192.616	-3.45	
192.834	67.41	
193.051	30.96	
193.268	45.7	
193.485	55.53	
193.702	19.49	
193.919	-18.19	
194.136	14.17	
194.353	14.17	
194.57	45.7	
194.787	42.84	
195.004	157.11	
195.221	112.06	
195.438	137.45	
195.655	92.81	
195.872	170.63	
196.089	36.28	
196.306	94.45	
196.523	77.24	
196.74	125.17	
196.957	13.76	
197.173	73.56	
197.39	14.57	
197.607	63.73	
197.824	39.15	
198.041	105.91	
198.258	78.06	
198.475	158.34	
198.692	64.55	
198.909	13.76	
199.125	-46.05	
199.342	16.21	
199.559	-28.02	
199.776	37.92	
199.993	122.3	
200.21	156.29	
200.426	74.78	
200.643	87.48	
200.86	65.36	
201.077	74.78	
201.293	62.91	
201.51	102.64	
201.727	1.47	
201.944	-43.59	
202.16	-62.84	
202.377	-67.75	
202.594	-96.02	
202.811	-37.85	
203.027	-21.88	
203.244	-66.93	
203.461	-38.26	
203.677	20.72	
203.894	53.49	
204.111	90.35	
